"---PBT Bankroll Export---"
id,starttime,endtime,breakminutes,playingminutes,variant,game,limit,tablesize,location,type,currency,exchangerate,buyin,cashout,netprofit,grossprofit,rebuys,rebuycosts,addoncosts,bounties,bountycosts,smallblind,bigblind,3rdblind,ante,expenses,expensesfromstack,handsperhour,place,player,itm,mttname,startstack,private,casinoid,staking,stakingpercent,sharesincomings,sharesoutgoings,stakingplayer,sessionnote,tags,notes,chipgraph,updatetimes
6605437,"2024-10-04 16:00:00","2024-10-04 22:53:00",0,413,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.668991,2000,1180,-820,-820,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605438,"2024-09-21 15:53:00","2024-09-22 01:56:00",0,603,"Cash Game","Texas Holdem","No Limit",Full-Ring,estoril,Casino,EUR,1,800,2497,1697,1697,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605439,"2024-09-20 16:35:00","2024-09-21 02:38:00",0,603,"Cash Game","Texas Holdem","No Limit",Full-Ring,estoril,Casino,EUR,1,800,1249,449,449,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605440,"2024-05-31 16:42:00","2024-06-01 04:45:00",0,723,"Cash Game","Texas Holdem","No Limit",Full-Ring,estoril,Casino,EUR,1,1400,561,-839,-839,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605441,"2024-05-24 19:19:00","2024-05-25 01:45:00",0,386,"Cash Game","Texas Holdem","No Limit",Full-Ring,estoril,Casino,EUR,1,900,1584,684,684,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605442,"2024-05-17 14:10:00","2024-05-17 21:30:00",0,440,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1500,2905,1405,1405,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605443,"2024-05-11 13:30:00","2024-05-12 00:30:00",0,660,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1500,3747,2247,2247,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605444,"2024-05-09 19:45:00","2024-05-10 03:00:00",0,435,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1500,1711,211,211,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605445,"2024-05-04 16:35:00","2024-05-05 08:35:00",0,960,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,2700,1615,-1085,-1085,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605446,"2024-05-03 16:45:00","2024-05-04 04:00:00",0,675,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,2000,1700,-300,-300,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605447,"2024-04-29 18:44:00","2024-04-30 02:14:00",0,450,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,2900,1315,-1585,-1585,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605448,"2024-04-27 14:00:00","2024-04-28 02:00:00",0,720,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1500,3377,1877,1877,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605449,"2024-04-26 19:45:00","2024-04-27 00:50:00",0,305,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1015,1820,805,805,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605450,"2024-04-23 13:30:00","2024-04-23 21:35:00",0,485,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1500,201,-1299,-1299,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605451,"2024-04-22 19:30:00","2024-04-22 23:30:00",0,240,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1700,1591,-109,-109,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605452,"2024-04-20 12:30:00","2024-04-21 02:55:00",0,865,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1500,3588,2088,2088,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605453,"2024-04-19 21:15:00","2024-04-20 02:10:00",0,295,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1100,767,-333,-333,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605454,"2024-04-15 19:30:00","2024-04-15 23:18:00",0,228,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1500,1365,-135,-135,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605455,"2024-04-14 19:45:00","2024-04-14 22:45:00",0,180,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1500,2205,705,705,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605456,"2024-04-13 16:30:00","2024-04-14 04:15:00",0,705,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1400,2840,1440,1440,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605457,"2024-04-11 20:19:00","2024-04-11 23:59:00",0,220,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1600,465,-1135,-1135,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605458,"2024-04-09 19:20:00","2024-04-09 23:00:00",0,220,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,1300,1693,393,393,0,0,,,,2,5,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605459,"2024-04-07 12:30:00","2024-04-07 23:10:00",0,640,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,600,770,170,170,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605460,"2024-03-30 12:30:00","2024-03-31 03:30:00",0,900,"Cash Game","Texas Holdem","No Limit",Full-Ring,niagara,Casino,CAD,0.673578,1376,1142,-234,-234,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605461,"2024-03-29 15:15:00","2024-03-30 03:30:00",0,735,"Cash Game","Texas Holdem","No Limit",Full-Ring,niagara,Casino,CAD,0.673578,700,576,-124,-124,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605462,"2024-03-23 20:00:00","2024-03-24 03:30:00",0,450,"Cash Game","Texas Holdem","No Limit",Full-Ring,niagara,Casino,CAD,0.673578,500,385,-115,-115,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605463,"2024-03-16 15:45:00","2024-03-17 02:15:00",0,630,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,300,584,284,284,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605464,"2024-03-11 15:30:00","2024-03-11 21:00:00",0,330,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,300,840,540,540,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605465,"2024-03-10 21:30:00","2024-03-11 03:30:00",0,360,"Cash Game","Texas Holdem","No Limit",Full-Ring,niagara,Casino,CAD,0.673578,300,1320,1020,1020,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605466,"2024-03-09 20:00:00","2024-03-10 03:00:00",0,420,"Cash Game","Texas Holdem","No Limit",Full-Ring,niagara,Casino,CAD,0.673578,300,1385,1085,1085,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605467,"2024-03-08 20:30:00","2024-03-09 02:45:00",0,375,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,300,775,475,475,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605468,"2024-03-03 11:00:00","2024-03-03 21:45:00",0,645,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,300,300,-500,-500,0,500,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605469,"2024-02-23 20:15:00","2024-02-24 02:30:00",0,375,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,300,800,500,500,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605470,"2024-02-19 13:30:00","2024-02-19 23:00:00",0,570,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,300,330,30,30,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
6605471,"2024-02-17 18:00:00","2024-02-18 01:40:00",0,460,"Cash Game","Texas Holdem","No Limit",Full-Ring,woodbine,Casino,CAD,0.673578,300,1300,1000,1000,0,0,,,,1,3,0,0,0,0,25,,,,,,no,0,no,0,0,0,,,,[],[],[]
